source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
PDF-2	https://mcusercontent.com/8684e29023b3f7e7bbb7cc2f2/files/7189df35-96a0-4791-a5b5-0cb629bbab6a/Silver_Lining_Stories_for_Newsletter.pdf	PDF	Silver_Lining_Stories_for_Newsletter.pdf		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-3	https://projects.propublica.org/nonprofits/organizations/43470389/202502799349301940/full	PDF	garden-gate-2024-form-990.pdf	2024; filed 2025-10-06	IRS public filing via ProPublica Nonprofit Explorer	Dated 2024; filed 2025-10-06	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-4	https://www.gardengatemv.org/s/2-Newsletter-April-3-2026.pdf	PDF	Newsletter April 3 2026	April 3, 2026	official Garden Gate site or official-linked Mailchimp document	Dated April 3, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-5	https://www.gardengatemv.org/s/2025-Enrollment-Application-1.pdf	PDF	2025 Enrollment Application	2025	official Garden Gate site or official-linked Mailchimp document	Dated 2025		Deferred document evidence	deferred	The visible 2025 application is preserved but not activated as a current enrollment document.	yes	yes
PDF-6	https://www.gardengatemv.org/s/Copy-of-Newsletter-August-12-2026.pdf	PDF	Copy of Newsletter August 12 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-7	https://www.gardengatemv.org/s/Newsletter-April-10-2026.pdf	PDF	Newsletter April 10 2026	April 10, 2026	official Garden Gate site or official-linked Mailchimp document	Dated April 10, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-8	https://www.gardengatemv.org/s/Newsletter-August-12-2026.pdf	PDF	Newsletter August 12 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-9	https://www.gardengatemv.org/s/Newsletter-August-5-2026.pdf	PDF	Newsletter August 5 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-10	https://www.gardengatemv.org/s/Newsletter-December-12-2025.pdf	PDF	Newsletter December 12 2025	December 12, 2025	official Garden Gate site or official-linked Mailchimp document	Dated December 12, 2025	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-11	https://www.gardengatemv.org/s/Newsletter-December-5-2025.pdf	PDF	Newsletter December 5 2025	December 5, 2025	official Garden Gate site or official-linked Mailchimp document	Dated December 5, 2025	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-12	https://www.gardengatemv.org/s/Newsletter-February-13-2026.pdf	PDF	Newsletter February 13 2026	February 13, 2026	official Garden Gate site or official-linked Mailchimp document	Dated February 13, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-13	https://www.gardengatemv.org/s/Newsletter-February-6-2026.pdf	PDF	Newsletter February 6 2026	February 6, 2026	official Garden Gate site or official-linked Mailchimp document	Dated February 6, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-14	https://www.gardengatemv.org/s/Newsletter-January-16-2026.pdf	PDF	Newsletter January 16 2026	January 16, 2026	official Garden Gate site or official-linked Mailchimp document	Dated January 16, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-15	https://www.gardengatemv.org/s/Newsletter-January-23-2026.pdf	PDF	Newsletter January 23 2026	January 23, 2026	official Garden Gate site or official-linked Mailchimp document	Dated January 23, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-16	https://www.gardengatemv.org/s/Newsletter-January-30-2026.pdf	PDF	Newsletter January 30 2026	January 30, 2026	official Garden Gate site or official-linked Mailchimp document	Dated January 30, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-17	https://www.gardengatemv.org/s/Newsletter-January-9-2026.pdf	PDF	Newsletter January 9 2026	January 9, 2026	official Garden Gate site or official-linked Mailchimp document	Dated January 9, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-18	https://www.gardengatemv.org/s/Newsletter-July-15-2026.pdf	PDF	Newsletter July 15 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-19	https://www.gardengatemv.org/s/Newsletter-July-22-2026.pdf	PDF	Newsletter July 22 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-20	https://www.gardengatemv.org/s/Newsletter-July-29-2026-knf9.pdf	PDF	Newsletter July 29 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-21	https://www.gardengatemv.org/s/Newsletter-July-8-2026.pdf	PDF	Newsletter July 8 2026		official Garden Gate site or official-linked Mailchimp document	Date not stated; do not present as current	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-22	https://www.gardengatemv.org/s/Newsletter-June-12-2026.pdf	PDF	Newsletter June 12 2026	June 12, 2026	official Garden Gate site or official-linked Mailchimp document	Dated June 12, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-23	https://www.gardengatemv.org/s/Newsletter-June-5-2026.pdf	PDF	Newsletter June 5 2026	June 5, 2026	official Garden Gate site or official-linked Mailchimp document	Dated June 5, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-24	https://www.gardengatemv.org/s/Newsletter-March-13-2026.pdf	PDF	Newsletter March 13 2026	March 13, 2026	official Garden Gate site or official-linked Mailchimp document	Dated March 13, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-25	https://www.gardengatemv.org/s/Newsletter-March-20-2026.pdf	PDF	Newsletter March 20 2026	March 20, 2026	official Garden Gate site or official-linked Mailchimp document	Dated March 20, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-26	https://www.gardengatemv.org/s/Newsletter-March-27-2026.pdf	PDF	Newsletter March 27 2026	March 27, 2026	official Garden Gate site or official-linked Mailchimp document	Dated March 27, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-27	https://www.gardengatemv.org/s/Newsletter-March-6-2026.pdf	PDF	Newsletter March 6 2026	March 6, 2026	official Garden Gate site or official-linked Mailchimp document	Dated March 6, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
PDF-28	https://www.gardengatemv.org/s/Newsletter-May-1-2026.pdf	PDF	Newsletter May 1 2026	May 1, 2026	official Garden Gate site or official-linked Mailchimp document	Dated May 1, 2026	/news	Dated document resources	resource-file	Retained as a clearly labeled dated document resource with file and date context.	yes	yes
